sentence
আলহামদুলিল্লাহ!! মাত্র চার ঘণ্টায় ৯৭ হাজার ভিউ হয়েছে🙄😮। আশা করি আগামী এক সপ্তাহে ৫ লাখ ভিউ হয়ে হবে।
"ভাই সত্য বলবেন কারেন্টের শট আপনাকে ভাবি দিয়েছে না,,?? হাতটা কিন্তু একটি মেয়ের ছিল 😉😉😉"
ভাই আপনার খুব তাড়াতাড়ি এক মিলিয়ন হবে দোয়া করি❤️
আপনার ভিডিও জন‍্য বসে থাকি ধন্যবাদ 😍 পরবর্তী ভিডিও কবে পাবো জানাবেন প্লিজ 😍
"সামুরাই টা জোস ছিল,,,,😁 ভিডিওটা দারুণ ছিল ভাই"
শেষে গোপন যায়গায় আঘাত পাওয়া দেখে আমার চোখ থেকে জল পরতেছে 😢
আপনার ভিডিওতে আগে লাইক দেই তারপর দেখা শুরু করি ❤
"নেক্সট ভিডিওতে রাকিব ভাই বি লাইক: খেলা হবে,খেলা হবে🤙"
"বিনোদ🤓 সে, যে আগেও বিনোদ🧐 ছিলো। বিনোদ সে নামের মতোই বিনোদ🥳। বিনোদ সে একমাত্রই বিনোদ🤢। বিনোদ সবসময় বিনোদ ই থাকবে😯"
আমি আফসস করতেছি কেন আগে ভিডিও গুলো দেখি নাই। ....... 😭
অস্থির👋 হিরা চুন্নি পান্না 👈 এই মুভি টাকে একটু সেবড়া সেবরা করেন😂
বাংলা সিনেমা দেখা লাগে না। আপনার ভিডিওগুলো দেখেই বাংলা সিনেমা দেখার স্বাদ মিটে যায়। ধন্যবাদ রাকিব ভাই ❤️
রাকিব ভাই সাবধান থাইকেন কখন কে এইসব low budget সামুরাই নিয়ে উইরা আইসে আপনার উপর আট্যাক করে কে যানে🤣🤣🤣
রাকিব ভাই...অনেক হইছে ছবি রোস্টিং... এইবার বাংলাদেশের বেস্ট মুভি গুলোর রিভিউ চাই আপনার থেকে.. কবে দিচ্ছেন বলেন 😐
"ভাই এতো দেরি করব ভিডিও দেন কেন? আপনারা একটা ভিডিও এর জন্য অনেক আগ্রহ নিয়া অপেক্ষা করি, চেষ্টা করবেন আরেকটু আগে দেয়ার জন্য, অন্তত প্রতি ৫দিনে যেনো একটি করে ভিডিও পাই। মাসে কমপক্ষে ৬/৭ ভিডিও দেয়ার চেষ্টা করবেন প্রিয় ভাই 😍"
এই লাইনটা 👉অনুভূতি সব ভাইজানদের🤣🤣🤣
লাটিমের চক্কর😂😂😅🤣  অসাধারণ ভাইয়🖤❤
"আপনার সব ভিডিও গুলোতে কার মুখ থেকে ""জানিনা"" কথাটা বের করবেন সেটাই দেখার অপেক্ষা করি....,🤣🤣🤣🤣"
সামুরাই তো দেখতে পুরা হকি ব্যাট😆😆  আল্ট্রা চাইনিজ সামুরাই 😂
মধুচন্দিমার জন্য প্রশ্নঃ সবার মত আপনিও মধুচন্দ্রিমায় কেন গেলেন🤓
কিও মিয়া ভাই নোটিফিকেশন যে আইলো না🤔 আপনার ভিডিও দেখার জন্য আদিক আগ্রহে বসে থাকি ❤ লাভ ইউ ভাই ❤❤❤
ভালোবাসার রাকিব ভাই💗 এই প্রবাসে এত পরিশ্রমের একমাত্র শাম্তিদাতা রাকিব ভাই💗
অতোপর ভাবি আপনাকে শক দিল!!!😆😃😂😂 awesome video এমন content আপনি পান কই ভাই!!!😍
রাকিব ভাই এসব আইডিয়া কই পান আপনি??? ভিডিও দেখে হাসতে হাসতে শেষ ভাই আমি। 😀😀😀
6:07 জানিনে🙄  আপনার সব ভিডিওতে এই জিনিসটাই বেশি Epic😂
ভাইয়া নির্বাক ছবি নিয়ে কিছু বললে ভালো হতো😅🤣 যদিও ইন্ডিয়ান মুভি
ভাই আপনার ভিডিও কেন বেশি ভালো লাগে জানেন? কারণ আপনি রোস্ট করেন কিন্তু খারাপ ভাষা প্রয়োগ করেন না 😍😍
"মাত্রই ফেবুতে কমান্ড করে এখানে আসলাম কমান্ড করতে, বাট অলরেডি ৩৫০+ কমান্ড😮😮😮"
ভাইরে ভাই 5:17 মিনিটে দাউদ এর সার্কাস দেইখা আমার জীবন ছ্যাবরা ছ্যাবরা হইয়া গেছে।। 😂😂😂
এই সামুরাই সোর্ড কি Morgan kosai  ব্যবহার করছিলো। অনেক মিল লাগলো🤣🤣🤣🤣
ভাই মধুর হানিমুনের ভিডিও দেখার অাশায় রইলাম 💙💙💙💙💙💙
জ্বলন্ত আগুন সিনেমা এখনকার সিনেমার চেয়ে ইউনিক 👍
এত দেরিতে ভিডিও আপলোড দেন কেনো.....🙇‍♂️🙇‍♂️🙇‍♂️🙇‍♂️🙇‍♂️
হানিমুনের ভিডিও জন্য অপেক্ষায় র‌ইলাম ভাই। অনেক এক্সাইটেড 😍😍😍
আশাকরি বিয়ের ভিডিওয়ের চেয়েও আরো সুন্দর হবে হানিমুনের ভিডিও ❤❤
আপনার রিভিউ এর মাঝে পুরা মুভিটা দেখে পেলি😁😂🤣😁🤣
"3:47 হালকার ওপর স্পন্সর এর প্রমোট করে দিলেন,,,😂🖤"
"""সব ভাইজানের ব্যাথা..."" 😂😂😂"
ভাই আপনার বিয়ার আগে থেইকা শুনতাছি হানুমুনের ভিডিও আসতাছে!!!  ভাতিজা/ভাতিজি হইলে তারপর ভিডিও আপলোড দিয়েন😪
আমি কাউকে বলবো না🤫 কয়েকদিন পর আপনিই সবাইকে ঢোল পিটিয়ে মধুচন্দ্রিমার কথা বলবেন🥳🥳। সেটা আবার আমার নোটিফিকেশনেও আসবে। 🙄
অনেক দিন ধরে আপনার ভিডিওর অপেক্ষা করছিলা😁😁আজ শেষ হলো আমার অপেক্ষা😌
কোরআন আমাদের জীবনের সেরা ঔষধ ❤একমত হলে লাইক দেও 👍👍👇👇💯
রাকিব ভাই আপনি সেরা 😂🔥
এইরকম অত্যাধিক ভালো মানের ভিডিও দেখার পরও লাইক বা চ্যানেল সাবস্ক্রাইব করে না যেই জন । কে বলে মানুষ তারে বানসুদ সে জন 😂
5:18 তে কি গাঁজা খেয়ে করছিল ওই ভিএফএক্স!😑
নেক্সট ভিডিওর জন্য অপেক্ষায় 😇
"সাকিব খান নয়,,🚫 সালমান খান নয় ❌  -"" হজরত মোহাম্মদ (স:) "" ই আমাদের আদর্শ ❤"
ভাইয়া ছিন্নমুল মারুফের মুভিটা একটু দেখবেন প্লিজজ গ্রাফিক্স অনেক ভালো 😁😁😂🤣 প্লিজজ দেখেন প্লিজজজ
"ভাইয়া আদনান আতিক ভাইতো আরেক টা ভিডিও বানাইছে, প্লিজ দেখে আসেন😁😁😂😂"
কে কে আমার মত ভিডিও দেখার আগে লাইক দিয়েছেন।  👍👍👍👍👍👍👍
"কিসের লন্ডন""😒  - কিসের সিঙ্গাপুর।!! -সবথেকে দামি শহর হচ্ছে! ♥️💝মক্কা মদিনা 💝❤️"
ভাই দয়া করে আদনান আদি/আতিক কে নিয়ে আর ভিডিও বানাইয়ে না!  আপনার কোন ভিডিও মিস করিনা!!  কিন্তু ঐ বালডারে দেখলে মেজাজ টা খারাপ হয়ে যায়🤬!!  অযথা একটা ভিউ মিস করবেন😪😪😪!!
কুম্ফু মাস্টারের তো ইয়া বড় ভুড়ি😂😂😂 ব্যাটা জিম না করে ভুড়ি বানিয়ে কুম্ফু মাস্টার হয়েছে😁😁
ও মাই গড শেষ পার্ট টা 😶😶 ওকে কাওকে বলবো না 😁
"হ ভাই দেখমু,,, হানিমুন ভিডিও,,, তয় একটা কথা,, দিনের না রাইতের,,,😁😜🤪অংশ,,,,"
"""উত্তেজিত হওয়ার কোনো কারণ নেই"" টেমপ্লেট কামিং সুন😅"
ভাইয়ের সর্বনাশ তো হলো আমি মানলাম কিন্তু সেই ভাইয়ের পিঠের নিচে এ আমি স্লিপার-ট্রলির মতন কি দেখলাম 🙄🙄🙄🙄🙄
"ভাই আপনার ভিডিও দেখে আমার দৈনন্দিন জিবনে dialouge হইয়া গেসে ""এইটা কোনো কথা""😂,,,"
স্লা পাক্কা ইউটিবার হানিমুনে গিয়ে ও ব্লগিং কইরা আনছে 😂
ভাই এই সামুরাই দেখে তো বটি মনে হচ্ছে সোর্ড না।আর ভাই আপনি নিজের অদ্ভুত নাম কই পান🤣🤣🤣🤣পেট্রোল দিয়ে গুলি করে আগুন জ্বালিয়ে মেরে ফেলেন টা সেই ছিল।আপু অনেক ভালো ভাইয়া
আপনার ভিডিওগুলা এতো জোশ হয় ভাই... হাসতে হাসতে অবস্থা খারাপ হয়ে যায়....😁😁😁😁
"7:18 "" ব্যাথা এই ভাইজানের কিন্তু অনুভূতি সব ভাইজানের"" মনের কথাটা বলেন রাকিব ভাই 😂😂"
আমার নতুন ভিডিও দেখার জন্য সবাইকে অনুরোধ করছি। আশা করি ভালো লাগবে। ধন্যবাদ 💖
ওহহ ভাই এ কোন দেশে বাস করি😅😅 আমাদের দেশের মুভি এতো সুন্দর 🐸🐸
আপনি আসলেই একটা জিনিয়াস 😊😊😊। অনেক শুভকামনা।
"রাকিব ভাইয়ের বেস্ট পার্ট, "" জানিনে"" 😂😂😂😂😂"
"6:54 second when Shakib Lip-talk with (জানি না)😆😆😆, রাকিব ভাই ভালোবাসা নিয়েন... প্রতিটা পর্বে ভাবিকে দিয়ে এক-দুইটা শব্দ বলিয়ে নিয়েন...।।"
ভাইরে ভাই কি সব দেখা লাগে আপনার আমাদের বিনোদন দেয়ার জন্য 😁
দুইটা জিনিস খুব ই ভালো লাগে  1. ওর মাথা নষ্ট 😂 2. জানি না 😂
ভাই সিনেমার নাম। রক্তে ভেজা বাংলাদেশ। আশা করি ভিডিও টা বানাবেন।😋
"ভাই বিশ্বাস করেন, শুধু মাএ আপনার ভিডিও দেখার জন্যই ইউটিউবে আসি! ❤❤"
আচ্ছা শুরুতে উনি কি বলেন? হেল্লো কি বাসি?😂😂😂
ভিডিওটা তো খুব ভালো লাগছে...কিন্তু স্পেশালি দুটো অংশ দেখে বেশি হাসি পাইছে ১.ইশান্ত এর এক্সপ্রেশন ২.সাকিব খানের জানি না 🤣🤣🤣
রাকিব ভাই..নতুন কন্টেন্ট এর জন্য স্বাগতম। ভাই বলসিলেন BGM নিয়ে ভিডিও বানাবেন 🤝😤
Kolkata থেকে ভালোবাসা রইল ।❤ সাকিব খান অভিনীত kolkatar movie 'নাকাব' এর উপর একটা video বানান রাকিবদা। Cinema টা তামিল movie 'মাস্' এর copy😂
ও ভাই এটা কি ছিলো ভাই 🤣🤣🤣 হাসতে হাসতে পেটে খিল ধরে গেছে🤣😅
ভাই সিনেমার নাম। রক্তে ভেজা বাংলাদেশ। আশা করি ভিডিও টা বানাবেন।😍😍😎
"1:42 ভিডিও দেখার সময় পাশে থাকা বন্ধুকে বললাম ""আরে, এটা তো রাকিব ভাইয়ের কাঁচি""  বন্ধু : (ক্রিস হেমসওয়ার্থ এর মত) প্রমাণ দাও ?  ঠিক তখনই নিচে সাজেস্টেড ভিডিওতে QnA ভিডিওটা ছিল, দেখিয়ে বললাম ""এই নিয়ে প্রমাণ""  বন্ধু: এগুলো এডিট করা যায় ভাই ।  আমি : 👿👿👿"
"আপনার ভিডিও গুলো ""উন্মাদ"" পত্রিকার মতো, দেখে অট্টহাসি আসে না, কিন্তু এতো মজা লাগে দেখতে। 😍😍😍😍😍"
শাকিব খানের লাস্টের সীনটার সময় দেখসিলাম সিনেমা হলে সব মানুষ হাত-তালি দিয়েছিল। ঐটা কী প্রশংসার হাততালি নাকি মজা অনেকেই বুঝে নাই😂😂
ভাই সিনেমার নাম। রক্তে ভেজা বাংলাদেশ। আশা করি ভিডিও টা বানাবেন।😍😍
বলদ গল্পের বলদ অবিনেতারা!!! 😂🤣🤣😂😂🤣
ভাই লাইকিতে কিছু অদ্ভুত প্রাণী আছে তাদেরকে নিয়ে ভিডিও🙏🙏🙏🙏
"04:17 রক্ত মাখা হাত না দেখাইয়া মোবাইল দেখাইলেই তো পারতো।🙄 সে একবার call দিসিলো, তাইলে নাম্বারটা তো মোবাইলেই আছে।🤨 আর অই রক্তাক্ত হাত দেইখা কাস্টমার কেয়ার এর লোকজন কোনো কিছু বলে নাই?🤔 যাই হোক অনেক মজার ভিডিও ছিলো।😁"
"এই পরিচালকদের ব্রেইন কতটুকু জানি না,তবে আপনার যে ব্রেইন তা সত্যিই অসাধারণ। কারণ এই গল্পগুলো বানানোর জন্য যে কতটুকু পরিশ্রম আর চিন্তাশক্তির প্র‍য়োজন তা চিন্তা করা যায় না।আশাকরি বাংলাদেশ যদি কোন তাহলে তা আপনার গল্পের জন্যই পাবে।। Allah bless you😇😘😘"
ভাই ক্যামনে বানান এসব ভিডিও🙂 জাস্ট অসাম💜
"ভাই সব ভিডিও দেখি বাসার সবাইরে নিয়ে দেখি মানে সবাই মজা পায় দুর্দান্ত 😁 তাছাড়া কোনো গালাগালি, খারাপ কথা নাই জাস্ট তারপরও ওয়াও ❤"
ভাই সিনেমার নাম। রক্তে ভেজা বাংলাদেশ। আশা করি ভিডিও টা বানাবেন।😎
ভাইয়া আপনার ভিডিও দেখার জন্য অপেক্ষা থাকি সব সময় 😍 ভালোবাসা রইলো ভাইয়া এগিয়ে যান ❤️
আর দেখেন না ভাইয়া এবার একটু রেস্ট নিন 😍😍🔥🔥
ইফ গু হ্যাভ অ্যানি ফেস 😑
জিত আর শাকিব মানেই কপি 🤣
ফটো দেখেই হাহা দিয়ে ভেগে যাই  😪
